code_insee,commune,code_region,region,departement,log_rp,log_proprio,log_loc,log_hlm,log_sec,log_maison,log_appart,age_0_14,age_15_29,age_75p,femmes,chom,agric,indep,cadres,interm,empl,ouvr,etud,dipl_aucun,dipl_bepc,dipl_capbep,dipl_bac,dipl_sup2,dipl_sup34,dipl_sup,resid_sec,proprio,locataire,hlm,maison,appart
89003,Montholon,27,Bourgogne-Franche-Comté,Yonne,1300.17213282323,995.290101574034,278.829309358841,57.4459499140819,148.277136258661,1119.80424052348,179.356047573486,17.147346712615878,11.69704282571455,14.69789274262283,52.214834669903,11.548050630495103,1.9094103873973378,8.935916618136268,12.358956449082532,24.070393627798467,29.666365090645,28.738607638438097,30.640583463561693,27.499156052996216,6.457159583339342,30.217042129088973,15.005739975843593,11.338639501117905,5.868574439523314,3.613688318090459,10.23695751199125,76.55064098419287,21.445568807368858,4.418334193130426,86.12738361742196,13.794792477518133
89013,Appoigny,27,Bourgogne-Franche-Comté,Yonne,1365.21487406886,1034.77314591109,312.191088978947,70.7765179633145,59.6348101265825,1302.92944338082,59.3008105489847,16.043803189389624,13.684438967180817,11.715554791142619,51.5770503903165,10.994050316287542,0,8.591551328986299,8.803692631431364,30.690340722286003,30.397971855036555,27.344531435369735,31.969993768427464,25.528382505192976,5.836707655824544,31.134804966210577,16.448074457165415,9.394062349497306,7.208470807880506,4.449497258228706,4.185340445947179,75.79562496466745,22.867542312112285,5.184276798301614,95.43768297056377,4.343697953732787
89024,Auxerre,27,Bourgogne-Franche-Comté,Yonne,17367.6060465166,6913.34027012307,10005.964967704,5136.69357495022,592.52003710026,6456.06111530201,10860.5280559792,16.11425561996856,18.65629193352963,10.95388640601876,52.85561809624698,16.89103533212661,0.23064281398392367,4.103527307027385,13.589349899189102,24.578972677635527,31.086122655909556,24.234849236446692,38.20174445144573,26.439799809523194,5.728162504928586,25.524627710217825,15.717737509277196,9.664907341163143,8.94339172766424,7.981373397225814,3.299086177578418,39.805948221111734,57.61280478670739,29.576290256655607,37.173005295090135,62.53324739685401
89025,Avallon,27,Bourgogne-Franche-Comté,Yonne,3294.99999999983,1320.52627098,1863.51264732856,1067.13518335831,211.952530228392,1444.07468776454,1821.43852537789,14.600624728800286,16.011740205832975,13.750411148004673,53.57644739035952,20.831466586297395,0.5449347880737376,5.8389203245154535,8.998110590597909,15.987332741595878,36.88072913840883,32.83847293123546,28.135231312030896,32.942132697892504,8.200603593930236,28.326616941117212,13.727435945516145,6.763739849941265,5.467437561840685,4.5720334097620015,6.043780986525038,40.07666983247551,56.55577078387424,32.38650025366814,43.826242420777376,55.27886268218465
89055,Brienon-sur-Armançon,27,Bourgogne-Franche-Comté,Yonne,1299.02900415415,778.929696732948,492.720773176327,152.524322351226,96.7732342007434,897.673084468031,397.283400593898,17.504285851775382,15.669139767559786,14.08461957745007,52.59810939307374,21.921540964717966,1.5021509804338333,4.137789312869038,3.758181859902115,15.851625032935267,36.58642766166999,38.60004579505912,22.642677665749268,38.68768291520916,4.921275643563973,31.306362311610762,11.892301839561243,5.910803596752931,3.43403079302392,3.84754290027813,6.933162273389196,59.96245613008004,37.92992855437876,11.741410073483365,69.10339042449188,30.583104713091853
89068,Chablis,27,Bourgogne-Franche-Comté,Yonne,1058.79114599254,664.582356743856,366.345864354144,103.196018127928,102.051293197131,821.440304298307,235.286921331676,15.663681322989062,16.40079573818857,11.779831377122447,51.90925130852544,7.333333333333364,5.714285714285745,4.2857142857143105,7.142857142857179,20.952380952381063,24.76190476190487,32.85714285714301,22.53521126760563,26.47811586391911,4.316001931280949,27.831926726442745,16.39797344992082,11.262665038557703,7.761027694889496,5.95228929498907,8.791140791541716,62.76803118908387,34.60038986354776,9.74658869395713,77.58284600389874,22.222222222222268
89074,Champigny,27,Bourgogne-Franche-Comté,Yonne,896.282753521967,768.679855810981,116.373842712419,35.7288113590761,83.4390208091406,859.533118981203,29.6038722689488,19.601092719830078,14.312297785428738,6.802338647064133,50.401526934028226,10.72514116693083,1.4896029398515107,5.559173613414502,7.448014699257525,14.896029398515012,27.80592154389476,36.24700486971999,34.42622950819662,22.151375483635512,5.377790579842149,36.36410773036122,16.196096797459813,10.24341062827073,5.441811896268843,4.225406884161685,8.516603692523574,85.76309794988613,12.984054669703827,3.986332574031887,95.89977220956719,3.3029612756264237
89086,Charny Orée de Puisaye,27,Bourgogne-Franche-Comté,Yonne,2398.99999999999,1778.58898734298,551.040569866939,77.3291641069435,948.668889458832,2232.64297977078,157.320266650157,13.001191119360648,11.281324286735844,16.120351130451947,51.305473247737844,14.949702990768474,7.442159222229375,7.947730639470856,7.429137735856173,21.25970762814636,27.97638643233546,31.535918176722294,29.433136522885345,30.781810201185365,6.2736813073671795,32.133572840938044,15.159875358745523,8.08661249967886,3.8860260731883844,3.678421718896665,28.338193554506287,74.13876562496822,22.969594408792883,3.2233915842827767,93.06556814384282,6.557743503549715
89099,Cheny,27,Bourgogne-Franche-Comté,Yonne,1131.08587472249,694.34043855973,419.784448350615,259.715125873487,21.0548321890991,820.487785412567,308.477965833407,18.972202834370663,14.603977778277411,10.18953733557666,51.07143203743173,18.065038031643738,1.0267539093778928,3.0802617281336877,1.0267539093778928,25.15547077975848,25.15547077975848,42.096910284493774,20,27.86650055012988,6.724796363055596,36.325395738898656,15.346330161844863,7.414519066958758,4.598151359354262,1.724306759757848,1.8274531975819484,61.387066541705806,37.11340206185568,22.961574507966308,72.53983130271804,27.272727272727327
89102,Chevannes,27,Bourgogne-Franche-Comté,Yonne,960.978290993074,790.271593533489,161.669284064666,36.1496535796768,25.3912554540956,932.861893764436,28.1163972286375,17.69053117782908,12.424942263279426,8.129330254041559,50.808314087759655,6.474820143884891,0,7.708119218910574,14.902363823227144,34.94347379239463,27.23535457348406,17.985611510791347,39.25233644859824,15.84699453551911,4.4930176077717086,30.783242258652106,18.214936247723152,11.778992106861,10.928961748633903,7.953855494839098,2.574213239404342,82.23615464994772,16.82340647857894,3.7617554858934206,97.0741901776384,2.925809822361548
89206,Joigny,27,Bourgogne-Franche-Comté,Yonne,4240.23731980575,1966.54109772792,2154.82450977859,1182.2314648803101,156.750048347191,2263.0272612604,1953.93499624088,20.140123021722438,16.745410329867287,12.421321905901308,52.73224955966748,23.58063947410079,0.6261741356938701,5.449151223697906,8.665490677046266,20.476330057017044,31.17957990589495,30.67435991655465,29.96142749238319,34.348374486510224,5.799576816898179,25.790566044976128,15.06393451730823,6.795114793266766,6.686893842796246,5.515539498244354,3.5649419755562675,46.37809040881724,50.81848838303477,27.88125700790892,53.37029723996844,46.08079333470872
89257,Migennes,27,Bourgogne-Franche-Comté,Yonne,3085.99999989508,1630.31387513856,1409.74419022443,736.81851873535,24.9797077922078,1927.88213161181,1153.13410024594,20.13248605734773,15.955407929168622,11.966532562515757,51.886999378651986,24.064034082079534,0.3604984356117306,5.052631900925757,4.325997695350152,18.55895195483962,33.35092179826027,36.60434310418814,27.50596188087449,38.5787861651978,5.7230282039748275,31.95616726381008,13.832489114992368,5.197244466402992,2.853302558223304,1.8589822273985586,0.8029530932163425,52.82935434847662,45.681924506557344,23.876167166571648,62.471877241651185,37.36662671047133
89263,Monéteau,27,Bourgogne-Franche-Comté,Yonne,1799.99999999997,1295.55706309386,476.94502296373,178.077636106511,44.8135593220339,1526.05640643044,270.885714831002,15.34223959563901,12.747382561295082,11.92365022527593,51.56903854554762,10.190878495414324,1.2090154185190227,5.717300641124192,8.42554875089205,31.61774086377746,30.336857951869106,24.023010614433797,38.79852130209848,25.140416565467373,7.2926490280462914,32.06173732372217,15.89646620646637,9.199208983243146,6.314696878262553,4.094825014792094,2.4291646760501666,71.97539239410453,26.496945720207666,9.893202005917443,84.780911468359193,15.049206379500363
89287,Paron,27,Bourgogne-Franche-Comté,Yonne,2019.27456468943,1196.94102420827,794.288060416029,586.951832791668,31.7227263667593,1366.21552888709,650.054162938213,22.4882103768255,14.33295816359658,9.362011401796881,51.586941447746234,16.232888431669224,0,3.3618407994581356,8.644733484320923,21.851965196477867,36.25985433701272,28.575646795394128,23.94594016156919,23.895584705657864,6.447644534581558,30.949860310687416,16.363228555643946,9.420954251206885,7.233944714691148,5.688782927531036,1.546697623887316,59.27579365079373,39.33531746031738,29.067460317460238,67.65873015872992,32.19246031746025
